family,prompt_id,variant,exact_match,edit_ratio,token_jaccard,cosine,judge_equivalent,judge_reason
arc,Mercury_7239733,dyadic_g32_4,False,0.2945859872611465,0.1587301587301587,0.8537952029113937,False,"Contains inaccuracies: claims brain cells function as sperm/egg cells, and provides incorrect timing details about meiosis"
arc,Mercury_7239733,dyadic_g32_5,False,0.3369397217928902,0.2372881355932203,0.9164171233566571,True,Correct analysis of all four options with accurate reasoning; truncation before final sentence does not obscure that D is the correct answer
arc,Mercury_7239733,dyadic_g32_6,False,0.3343949044585987,0.2362204724409448,0.9080026276078677,False,Truncated early in the option analysis before reaching a conclusion
arc,Mercury_7239733,dyadic_g32_8,False,0.8248407643312102,0.7325581395348837,0.9911865477090414,False,Truncated before stating the final answer; does not complete the analysis
arc,NYSEDREGENTS_2015_4_8,dyadic_4,False,0.2278688524590164,0.1041666666666666,0.7558155700246774,False,Incoherent response that doesn't answer the question; fails to identify correct answer or address the multiple-choice prompt at all.
arc,NYSEDREGENTS_2015_4_8,dyadic_5,False,0.3,0.2203389830508474,0.8878031176009529,False,Identifies incorrect answer C (long) instead of D (soft); contradicts its own incomplete explanation which acknowledges D refers to softness.
arc,NYSEDREGENTS_2015_4_8,dyadic_6,False,0.3779661016949153,0.2884615384615384,0.9612626117020816,True,Correctly identifies D. soft; explains that other options don't describe texture; minor tangent about insulation doesn't undermine core equivalence.
arc,NYSEDREGENTS_2015_4_8,dyadic_8,False,0.3630573248407643,0.3442622950819672,0.983349030912148,True,Correctly identifies D. soft and explains its role as texture descriptor; properly rejects other options; truncation occurs after core argument is complete.
arc,NYSEDREGENTS_2015_4_8,q4_k_m,False,0.2983050847457626,0.1650485436893204,0.8933823813455182,False,Incomplete and contradictory: incorrectly labels B and C as describing texture before reaching conclusion; response cuts off before answer is stated.
arc,NYSEDREGENTS_2015_4_8,q6_k,False,0.3830508474576271,0.3176470588235294,0.9827113244903588,True,Correctly identifies D. soft; concisely explains texture and correctly rejects other options.
arc,NYSEDREGENTS_2015_4_8,q8_0,False,0.3779661016949153,0.3703703703703703,0.986790371420722,True,"Correctly identifies D. soft with good texture descriptions (soft, smooth, silky); properly rejects other options."
arc,NYSEDREGENTS_2015_4_8,dyadic_g32_4,False,0.2864406779661017,0.171875,0.8846337269526753,False,Identifies incorrect answer A (gray) instead of D (soft); fundamentally contradicts the reference's core conclusion.
arc,NYSEDREGENTS_2015_4_8,dyadic_g32_5,False,0.2890365448504983,0.25,0.960491884824,True,Correctly identifies D. soft; properly explains why other options are incorrect; truncation occurs after core argument.
arc,NYSEDREGENTS_2015_4_8,dyadic_g32_6,False,0.5101694915254238,0.4239130434782608,0.9826222499036572,True,Correctly identifies D. soft; explains it describes texture while other options don't; tangential context about cozy places doesn't alter meaning.
arc,NYSEDREGENTS_2015_4_8,dyadic_g32_8,False,0.8016949152542373,0.6976744186046512,0.9972579177959744,True,"Correctly identifies D. soft with detailed texture explanation; matches reference's logic that other options describe characteristics/traits, not texture."
arc,Mercury_7037258,dyadic_4,False,0.2311178247734139,0.112781954887218,0.7203345042642084,False,Incoherent output discussing AWS clouds instead of answering the atomic structure question.
arc,Mercury_7037258,dyadic_5,False,0.350453172205438,0.3333333333333333,0.9074824646983712,True,"Correctly identifies C with accurate explanation (nucleus heavy, protons/neutrons/electrons); truncation doesn't break core meaning."
arc,Mercury_7037258,dyadic_6,False,0.5552367288378766,0.4260869565217391,0.9646161660189164,True,Correctly identifies C with accurate explanation of three components and charge distribution; truncation doesn't break core meaning.
arc,Mercury_7037258,dyadic_8,False,0.5246826516220029,0.415929203539823,0.96823708488237,True,Correctly identifies C with accurate explanation of nucleus and orbiting electrons; truncation doesn't break core meaning.
arc,Mercury_7037258,q4_k_m,False,0.2447129909365558,0.1926605504587156,0.8643186392476871,False,Analyzes options as equally valid without committing to C as correct; incomplete analysis fails to provide definitive answer.
arc,Mercury_7037258,q6_k,False,0.3789004457652303,0.3333333333333333,0.9554012835523712,True,Correctly identifies C and explains nuclear model with accurate charge assignments; truncation doesn't break core meaning.
arc,Mercury_7037258,q8_0,False,0.3734939759036144,0.2792792792792792,0.9327973836869106,True,Correctly identifies C; minor garbling in electron interaction explanation doesn't break understanding of positive/negative particle network.
arc,Mercury_7037258,dyadic_g32_4,False,0.3198847262247838,0.2615384615384615,0.8611218175113261,False,Fundamental factual error: identifies electrons as positively charged and nucleus as negatively charged (charges are reversed).
arc,Mercury_7037258,dyadic_g32_5,False,0.3065902578796562,0.2313432835820895,0.8803633327811334,False,Fundamental factual error: states nucleus is negatively charged when it is actually positively charged.
arc,Mercury_7037258,dyadic_g32_6,False,0.4380664652567976,0.3508771929824561,0.956522605373131,False,Significant factual error: claims neutrons are 'found in the outer shell of most atoms' when they are actually in the nucleus.
arc,Mercury_7037258,dyadic_g32_8,False,0.4369501466275659,0.4,0.9728973562515664,True,Correctly identifies C with accurate explanation of nucleus structure and electron orbitals; truncation doesn't break core meaning.
arc,CSZ20679,dyadic_4,False,0.2440191387559809,0.1130434782608695,0.7090212077557696,False,Contains factually incorrect claims (Milky Way is not a small galaxy) and doesn't answer the question; devolves into nonsensical repetition
arc,CSZ20679,dyadic_5,False,0.5263975155279503,0.5151515151515151,0.9859859621067422,True,Same analytical structure; truncates at similar point while building toward light-year as appropriate unit
arc,CSZ20679,dyadic_6,False,0.2408293460925039,0.1967213114754098,0.8774219916636743,False,Gives wrong answer (D instead of C); conflates AU with light-year and misrepresents AU's use for intergalactic distances
arc,CSZ20679,dyadic_8,False,0.6044657097288677,0.5591397849462365,0.981267447070135,True,Same analytical structure; truncates while discussing light-year as appropriate large-scale astronomical unit
arc,CSZ20679,q4_k_m,False,0.4625199362041468,0.4382022471910112,0.9758587968828956,True,Same analytical approach; truncates while building toward light-year as correct answer for intergalactic distances
arc,CSZ20679,q6_k,False,0.5374800637958532,0.4285714285714285,0.9786732713139588,True,Same structure; explicitly identifies light-year as the unit for vast distances between galaxies before truncating
arc,CSZ20679,q8_0,False,0.5374800637958532,0.4285714285714285,0.9786732713139588,True,Identical to q6_k; clearly indicates light-year as appropriate unit
arc,CSZ20679,dyadic_g32_4,False,0.2632398753894081,0.1953125,0.8809979177539791,False,Gives wrong answer (D); falsely equates AU with light-year and mischaracterizes light-year's appropriateness for intergalactic distances
arc,CSZ20679,dyadic_g32_5,False,0.4449760765550239,0.3796296296296296,0.973081355419716,True,"Same analytical structure; discusses light-year as commonly used for space distances, though description of mechanism is slightly imprecise"
arc,CSZ20679,dyadic_g32_6,False,0.5582137161084529,0.5,0.9855980015408063,True,Same structure; clearly identifies light-year as the unit representing distance light travels in one year
arc,CSZ20679,dyadic_g32_8,False,0.5532591414944357,0.5208333333333334,0.9860030631904216,True,Same structure; explicitly states light-year is used for measuring distances between galaxies and defines it correctly
arc,Mercury_182158,dyadic_4,False,0.2298850574712644,0.1007194244604316,0.6740684200134454,False,Incoherent response about managing students and Alibaba Cloud; fails to state an answer or address the question
arc,Mercury_182158,dyadic_5,False,0.4251412429378531,0.3357664233576642,0.9263144723064912,False,"Self-contradictory: claims D is correct but then emphasizes A (wash hands) as 'most appropriate action', confusing the answer"
arc,Mercury_182158,dyadic_6,False,0.4162895927601809,0.3391304347826087,0.94100639388159,True,Correctly identifies D and explains cleaning equipment/surfaces is the final step for hygiene and safety
arc,Mercury_182158,dyadic_8,False,0.3785822021116138,0.2695652173913043,0.922342558600119,True,Correctly identifies D and explains washing instruments/table tops as the last action to maintain cleanliness
arc,Mercury_182158,q4_k_m,False,0.2616541353383459,0.2137404580152671,0.901018929795512,False,Wrong answer: states A (wash hands) is correct when reference clearly states D
arc,Mercury_182158,q6_k,False,0.3921568627450981,0.248,0.9426248828362408,True,Correctly identifies D and provides consistent explanation about hygiene and cleanliness standards
arc,Mercury_182158,q8_0,False,0.4253393665158371,0.2631578947368421,0.9411007893639448,True,Correctly identifies D and explains washing as final action to prepare for disposal/reuse and prevent contamination
arc,Mercury_182158,dyadic_g32_4,False,0.2850678733031674,0.2246376811594203,0.8467250917681243,False,Lists options but doesn't clearly state D; suggests A or B ('washing hands or turning off equipment') are the last actions
arc,Mercury_182158,dyadic_g32_5,False,0.4477401129943502,0.3435114503816794,0.9563765635209118,True,Correctly identifies D and explains cleaning prevents contamination and maintains safety
arc,Mercury_182158,dyadic_g32_6,False,0.3484162895927601,0.2444444444444444,0.9355552989129394,True,"Correctly identifies D; though reasoning is awkwardly framed, core meaning that D is correct is preserved"
arc,Mercury_182158,dyadic_g32_8,False,0.4992458521870286,0.3253968253968254,0.9493230642390932,True,Correctly identifies D and explains washing removes chemicals/materials and prevents contamination for safety
arc,Mercury_7216668,dyadic_4,False,0.2798690671031096,0.1475409836065573,0.8333430799259911,,
arc,Mercury_7216668,dyadic_5,False,0.220949263502455,0.1328125,0.8271170644113253,,
arc,Mercury_7216668,dyadic_6,False,0.5007898894154819,0.4591836734693877,0.985448550127857,,
arc,Mercury_7216668,dyadic_8,False,0.4108019639934533,0.3917525773195876,0.962610939592174,,
arc,Mercury_7216668,q4_k_m,False,0.3862520458265139,0.2474226804123711,0.9191473916625912,,
arc,Mercury_7216668,q6_k,False,0.3927986906710311,0.3296703296703296,0.9426809343324134,,
arc,Mercury_7216668,q8_0,False,0.3911620294599017,0.3191489361702128,0.9447357491605992,,
arc,Mercury_7216668,dyadic_g32_4,False,0.2837209302325582,0.2096774193548387,0.8635522574936537,,
arc,Mercury_7216668,dyadic_g32_5,False,0.4680851063829787,0.392156862745098,0.964571205035528,,
arc,Mercury_7216668,dyadic_g32_6,False,0.4629032258064516,0.3917525773195876,0.9668491479712368,,
arc,Mercury_7216668,dyadic_g32_8,False,0.4809523809523809,0.3888888888888889,0.978599103842474,,
arc,MCAS_2001_5_19,dyadic_4,False,0.2887624466571835,0.1865671641791045,0.8651316453982265,,
arc,MCAS_2001_5_19,dyadic_5,False,0.4831804281345565,0.4727272727272727,0.9607478004813882,,
arc,MCAS_2001_5_19,dyadic_6,False,0.577639751552795,0.4811320754716981,0.9771038352586696,,
arc,MCAS_2001_5_19,dyadic_8,False,0.4037267080745341,0.3578947368421052,0.9611330332527064,,
arc,MCAS_2001_5_19,q4_k_m,False,0.3664596273291925,0.3793103448275862,0.9468233413799096,,
arc,MCAS_2001_5_19,q6_k,False,0.3913043478260869,0.3673469387755102,0.9520034526890192,,
arc,MCAS_2001_5_19,q8_0,False,0.3881987577639751,0.3571428571428571,0.9519411354648042,,
arc,MCAS_2001_5_19,dyadic_g32_4,False,0.2841614906832298,0.1854838709677419,0.9202996422245128,,
arc,MCAS_2001_5_19,dyadic_g32_5,False,0.356390977443609,0.396694214876033,0.9551907156319472,,
arc,MCAS_2001_5_19,dyadic_g32_6,False,0.6209553158705701,0.6237623762376238,0.9889932841957289,,
arc,MCAS_2001_5_19,dyadic_g32_8,False,0.7092307692307692,0.7446808510638298,0.99265375087278,,
arc,Mercury_SC_413631,dyadic_4,False,0.2440677966101695,0.0128205128205128,0.5296630193413974,,
arc,Mercury_SC_413631,dyadic_5,False,0.7578253706754531,0.6119402985074627,0.9859730954795368,,
arc,Mercury_SC_413631,dyadic_6,False,0.6915254237288135,0.5694444444444444,0.990630105549272,,
arc,Mercury_SC_413631,dyadic_8,False,0.8036912751677853,0.6470588235294118,0.9877182401085944,,
arc,Mercury_SC_413631,q4_k_m,False,0.6243654822335025,0.4090909090909091,0.944172831499522,,
arc,Mercury_SC_413631,q6_k,False,0.6981757877280266,0.6,0.9550241292980752,,
arc,Mercury_SC_413631,q8_0,False,0.6264090177133655,0.5454545454545454,0.9637014294264836,,
arc,Mercury_SC_413631,dyadic_g32_4,False,0.3420621931260229,0.2474226804123711,0.9102708344758031,,
arc,Mercury_SC_413631,dyadic_g32_5,False,0.7135593220338983,0.5138888888888888,0.9835377234186358,,
arc,Mercury_SC_413631,dyadic_g32_6,False,0.7647058823529411,0.6428571428571429,0.9918355579592132,,
arc,Mercury_SC_413631,dyadic_g32_8,False,0.8366666666666667,0.7457627118644068,0.9953521138387568,,
arc,MCAS_2005_5_10,dyadic_4,False,0.263768115942029,0.0338983050847457,0.616808095996735,,
arc,MCAS_2005_5_10,dyadic_5,False,0.2190611664295875,0.096551724137931,0.8140387237928933,,
arc,MCAS_2005_5_10,dyadic_6,False,0.2652173913043478,0.150375939849624,0.8728285164833264,,
arc,MCAS_2005_5_10,dyadic_8,False,0.2181303116147308,0.1690140845070422,0.8473490586921344,,
arc,MCAS_2005_5_10,q4_k_m,False,0.4333333333333333,0.2666666666666666,0.9364069159094972,,
arc,MCAS_2005_5_10,q6_k,False,0.4072463768115942,0.2792792792792792,0.9469722870049172,,
arc,MCAS_2005_5_10,q8_0,False,0.4072463768115942,0.2792792792792792,0.9469722870049172,,
arc,MCAS_2005_5_10,dyadic_g32_4,False,0.2304347826086956,0.0704225352112676,0.7867292268302803,,
arc,MCAS_2005_5_10,dyadic_g32_5,False,0.3768115942028985,0.2575757575757575,0.9216739274527104,,
arc,MCAS_2005_5_10,dyadic_g32_6,False,0.4898550724637681,0.3805309734513274,0.9584365401929316,,
arc,MCAS_2005_5_10,dyadic_g32_8,False,0.4971014492753624,0.4220183486238532,0.959574231313988,,
arc,Mercury_7166145,dyadic_4,False,0.219619326500732,0.0840336134453781,0.5492912887558906,,
arc,Mercury_7166145,dyadic_5,False,0.4794721407624633,0.3428571428571428,0.9192305196044152,,
arc,Mercury_7166145,dyadic_6,False,0.6083213773314204,0.5617977528089888,0.9715765065542236,,
arc,Mercury_7166145,dyadic_8,False,0.4853372434017595,0.4444444444444444,0.9330773089681232,,
arc,Mercury_7166145,q4_k_m,False,0.2507246376811594,0.1440677966101695,0.8513106838929669,,
arc,Mercury_7166145,q6_k,False,0.3387096774193548,0.3956043956043956,0.937041316227848,,
arc,Mercury_7166145,q8_0,False,0.3812316715542522,0.4431818181818182,0.92811505797384,,
arc,Mercury_7166145,dyadic_g32_4,False,0.2741935483870967,0.1653543307086614,0.9011707671327486,,
arc,Mercury_7166145,dyadic_g32_5,False,0.4574780058651027,0.3495145631067961,0.9297607745228372,,
arc,Mercury_7166145,dyadic_g32_6,False,0.3914956011730205,0.3523809523809524,0.9321586573973608,,
arc,Mercury_7166145,dyadic_g32_8,False,0.8958944281524927,0.7763157894736842,0.9954769380555784,,
arc,MSA_2013_5_6,dyadic_4,False,0.2332814930015552,0.1292517006802721,0.7836434588070176,,
arc,MSA_2013_5_6,dyadic_5,False,0.3302034428794992,0.2462686567164179,0.8793234625663604,,
arc,MSA_2013_5_6,dyadic_6,False,0.2834394904458599,0.2330827067669172,0.9001910939390565,,
arc,MSA_2013_5_6,dyadic_8,False,0.2846385542168674,0.3821138211382114,0.9366810297134728,,
arc,MSA_2013_5_6,q4_k_m,False,0.2611464968152867,0.180327868852459,0.8629750340974878,,
arc,MSA_2013_5_6,q6_k,False,0.3694267515923567,0.2649572649572649,0.9374137585710304,,
arc,MSA_2013_5_6,q8_0,False,0.3455414012738853,0.2258064516129032,0.9312639780974568,,
arc,MSA_2013_5_6,dyadic_g32_4,False,0.2891566265060241,0.2394366197183098,0.9073907664765968,,
arc,MSA_2013_5_6,dyadic_g32_5,False,0.2685185185185185,0.1972789115646258,0.8386569541633357,,
arc,MSA_2013_5_6,dyadic_g32_6,False,0.2643312101910828,0.1928571428571428,0.8796541134965594,,
arc,MSA_2013_5_6,dyadic_g32_8,False,0.4854517611026033,0.368,0.9487242884799106,,
arc,Mercury_SC_405199,dyadic_4,False,0.2217261904761904,0.1015625,0.5007993910161961,,
arc,Mercury_SC_405199,dyadic_5,False,0.3113854595336076,0.2027972027972027,0.9286337378093328,,
arc,Mercury_SC_405199,dyadic_6,False,0.3630952380952381,0.3083333333333333,0.961777859935318,,
arc,Mercury_SC_405199,dyadic_8,False,0.3123209169054441,0.2028985507246377,0.9402126585272368,,
arc,Mercury_SC_405199,q4_k_m,False,0.2276785714285714,0.1755725190839694,0.8514691912823803,,
arc,Mercury_SC_405199,q6_k,False,0.3601190476190476,0.2596153846153846,0.9751560741717776,,
arc,Mercury_SC_405199,q8_0,False,0.3556547619047618,0.217391304347826,0.9586955794804564,,
arc,Mercury_SC_405199,dyadic_g32_4,False,0.2529761904761904,0.1388888888888889,0.8078849754085415,,
arc,Mercury_SC_405199,dyadic_g32_5,False,0.2334293948126801,0.1208053691275167,0.8660137972691088,,
arc,Mercury_SC_405199,dyadic_g32_6,False,0.9881656804733728,0.9746835443037974,0.999576988823542,,
arc,Mercury_SC_405199,dyadic_g32_8,False,0.6845238095238095,0.56,0.9879948274875804,,
arc,NYSEDREGENTS_2015_8_28,dyadic_4,False,0.2134038800705467,0.0757575757575757,0.6359852678994785,,
arc,NYSEDREGENTS_2015_8_28,dyadic_5,False,0.3975903614457831,0.1923076923076923,0.9063227298456784,,
arc,NYSEDREGENTS_2015_8_28,dyadic_6,False,0.3433628318584071,0.3275862068965517,0.9196169313118696,,
arc,NYSEDREGENTS_2015_8_28,dyadic_8,False,0.671578947368421,0.4725274725274725,0.9233724336855912,,
arc,NYSEDREGENTS_2015_8_28,q4_k_m,False,0.2098360655737705,0.1339285714285714,0.8117306477437134,,
arc,NYSEDREGENTS_2015_8_28,q6_k,False,0.3861852433281004,0.2053571428571428,0.9274074811730946,,
arc,NYSEDREGENTS_2015_8_28,q8_0,False,0.4125984251968504,0.208695652173913,0.926905327621342,,
arc,NYSEDREGENTS_2015_8_28,dyadic_g32_4,False,0.2428810720268006,0.1393442622950819,0.8117858229168551,,
arc,NYSEDREGENTS_2015_8_28,dyadic_g32_5,False,0.274914089347079,0.1811023622047244,0.8735279489873186,,
arc,NYSEDREGENTS_2015_8_28,dyadic_g32_6,False,0.503006012024048,0.396039603960396,0.9628042659422544,,
arc,NYSEDREGENTS_2015_8_28,dyadic_g32_8,True,1.0,1.0,1.0,True,identical text
arc,Mercury_SC_401777,dyadic_4,False,0.2569230769230769,0.0820895522388059,0.5956356890405847,,
arc,Mercury_SC_401777,dyadic_5,False,0.323076923076923,0.3015873015873015,0.9421053215605724,,
arc,Mercury_SC_401777,dyadic_6,False,0.4061538461538462,0.2241379310344827,0.8980791929136547,,
arc,Mercury_SC_401777,dyadic_8,False,0.2753846153846153,0.2116788321167883,0.9085488746334792,,
arc,Mercury_SC_401777,q4_k_m,False,0.2830769230769231,0.1818181818181818,0.866185743523108,,
arc,Mercury_SC_401777,q6_k,False,0.3123076923076923,0.2719298245614035,0.9223589666847196,,
arc,Mercury_SC_401777,q8_0,False,0.3184615384615384,0.2727272727272727,0.92719075134052,,
arc,Mercury_SC_401777,dyadic_g32_4,False,0.2769230769230769,0.1678321678321678,0.944187725008637,,
arc,Mercury_SC_401777,dyadic_g32_5,False,0.3584615384615385,0.304,0.9399531797993272,,
arc,Mercury_SC_401777,dyadic_g32_6,False,0.4307692307692308,0.2807017543859649,0.9590622607337234,,
arc,Mercury_SC_401777,dyadic_g32_8,False,0.4107692307692308,0.2903225806451613,0.9485418734711856,,
arc,Mercury_7198188,dyadic_4,False,0.2439759036144578,0.204225352112676,0.8314872573119066,,
arc,Mercury_7198188,dyadic_5,False,0.3659638554216867,0.3100775193798449,0.9333495389923984,,
arc,Mercury_7198188,dyadic_6,False,0.4526627218934911,0.3671875,0.9695611843195926,,
arc,Mercury_7198188,dyadic_8,False,0.5338235294117647,0.4180327868852459,0.973866313219955,,
arc,Mercury_7198188,q4_k_m,False,0.536144578313253,0.4144144144144144,0.953385605094288,,
arc,Mercury_7198188,q6_k,False,0.5060240963855422,0.3333333333333333,0.9502720809549116,,
arc,Mercury_7198188,q8_0,False,0.5451807228915663,0.4444444444444444,0.9472901233867116,,
arc,Mercury_7198188,dyadic_g32_4,False,0.2322206095791001,0.1959459459459459,0.8484666284976532,,
arc,Mercury_7198188,dyadic_g32_5,False,0.3780120481927711,0.303030303030303,0.940608471970512,,
arc,Mercury_7198188,dyadic_g32_6,False,0.7996987951807228,0.6862745098039216,0.987633771906524,,
arc,Mercury_7198188,dyadic_g32_8,False,0.7936746987951807,0.6296296296296297,0.9900000223573252,,
arc,MCAS_1998_4_11,dyadic_4,False,0.2390953150242326,0.0608695652173913,0.5334068089027967,,
arc,MCAS_1998_4_11,dyadic_5,False,0.2568659127625202,0.2439024390243902,0.8894739190319496,,
arc,MCAS_1998_4_11,dyadic_6,False,0.2476489028213165,0.1398601398601398,0.847658209701145,,
arc,MCAS_1998_4_11,dyadic_8,False,0.2661417322834646,0.2196969696969697,0.9122016401138786,,
arc,MCAS_1998_4_11,q4_k_m,False,0.3851030110935024,0.3663366336633663,0.8932282953296571,,
arc,MCAS_1998_4_11,q6_k,False,0.4701130856219709,0.3917525773195876,0.8892817954805039,,
arc,MCAS_1998_4_11,q8_0,False,0.2623211446740858,0.2068965517241379,0.8797766568514913,,
arc,MCAS_1998_4_11,dyadic_g32_4,False,0.2350157728706624,0.1818181818181818,0.8008974239400419,,
arc,MCAS_1998_4_11,dyadic_g32_5,False,0.5718901453957996,0.4854368932038835,0.9236095122921324,,
arc,MCAS_1998_4_11,dyadic_g32_6,False,0.6768982229402262,0.5686274509803921,0.9468768833615188,,
arc,MCAS_1998_4_11,dyadic_g32_8,False,0.2374798061389337,0.2583333333333333,0.8924856579836125,,
arc,Mercury_SC_LBS10784,dyadic_4,False,0.262987012987013,0.0483870967741935,0.7144731736787316,,
arc,Mercury_SC_LBS10784,dyadic_5,False,0.3409090909090909,0.2580645161290322,0.916992523175087,,
arc,Mercury_SC_LBS10784,dyadic_6,False,0.3232484076433121,0.3114754098360656,0.9222784009716726,,
arc,Mercury_SC_LBS10784,dyadic_8,False,0.3847402597402597,0.188034188034188,0.9257598774584952,,
arc,Mercury_SC_LBS10784,q4_k_m,False,0.284090909090909,0.1913043478260869,0.9125477812259728,,
arc,Mercury_SC_LBS10784,q6_k,False,0.3214285714285714,0.2142857142857142,0.8922001779455613,,
arc,Mercury_SC_LBS10784,q8_0,False,0.3571428571428571,0.1666666666666666,0.8913165830853911,,
arc,Mercury_SC_LBS10784,dyadic_g32_4,False,0.2646103896103896,0.1353383458646616,0.8315798032180551,,
arc,Mercury_SC_LBS10784,dyadic_g32_5,False,0.271103896103896,0.1968503937007874,0.8686800613538435,,
arc,Mercury_SC_LBS10784,dyadic_g32_6,False,0.3068181818181817,0.2786885245901639,0.9173274551658452,,
arc,Mercury_SC_LBS10784,dyadic_g32_8,False,0.4066767830045523,0.3032786885245901,0.9464235407113344,,
arc,Mercury_7033548,dyadic_4,False,0.2178517397881997,0.0695652173913043,0.4915537780622217,,
arc,Mercury_7033548,dyadic_5,False,0.3721633888048411,0.2719298245614035,0.9397374168077312,,
arc,Mercury_7033548,dyadic_6,False,0.5446293494704992,0.4380952380952381,0.9833616415305152,,
